05978	奸	CJK UNIFIED IDEOGRAPH-5978
04e2a	个	CJK UNIFIED IDEOGRAPH-4E2A
05ffd	忽	CJK UNIFIED IDEOGRAPH-5FFD
099f2	駲	CJK UNIFIED IDEOGRAPH-99F2
09087	邇	CJK UNIFIED IDEOGRAPH-9087
08ced	賭	CJK UNIFIED IDEOGRAPH-8CED
06cd3	泓	CJK UNIFIED IDEOGRAPH-6CD3
04ee4	令	CJK UNIFIED IDEOGRAPH-4EE4
05f11	弑	CJK UNIFIED IDEOGRAPH-5F11
06db5	涵	CJK UNIFIED IDEOGRAPH-6DB5
08dcb	跋	CJK UNIFIED IDEOGRAPH-8DCB
063a0	掠	CJK UNIFIED IDEOGRAPH-63A0
056bc	嚼	CJK UNIFIED IDEOGRAPH-56BC
05642	噂	CJK UNIFIED IDEOGRAPH-5642
0637a	捺	CJK UNIFIED IDEOGRAPH-637A
09078	選	CJK UNIFIED IDEOGRAPH-9078
0904b	運	CJK UNIFIED IDEOGRAPH-904B
06d95	涕	CJK UNIFIED IDEOGRAPH-6D95
0636e	据	CJK UNIFIED IDEOGRAPH-636E
064f2	擲	CJK UNIFIED IDEOGRAPH-64F2
051ea	凪	CJK UNIFIED IDEOGRAPH-51EA
05118	儘	CJK UNIFIED IDEOGRAPH-5118
06377	捷	CJK UNIFIED IDEOGRAPH-6377
06d9c	涜	CJK UNIFIED IDEOGRAPH-6D9C
097dc	韜	CJK UNIFIED IDEOGRAPH-97DC
051e7	凧	CJK UNIFIED IDEOGRAPH-51E7
09050	遐	CJK UNIFIED IDEOGRAPH-9050
064fd	擽	CJK UNIFIED IDEOGRAPH-64FD
090ca	郊	CJK UNIFIED IDEOGRAPH-90CA
0513f	儿	CJK UNIFIED IDEOGRAPH-513F
056c1	囁	CJK UNIFIED IDEOGRAPH-56C1
064fe	擾	CJK UNIFIED IDEOGRAPH-64FE
09051	遑	CJK UNIFIED IDEOGRAPH-9051
051e6	処	CJK UNIFIED IDEOGRAPH-51E6
056c0	囀	CJK UNIFIED IDEOGRAPH-56C0
063c9	揉	CJK UNIFIED IDEOGRAPH-63C9
08429	萩	CJK UNIFIED IDEOGRAPH-8429
056b4	嚴	CJK UNIFIED IDEOGRAPH-56B4
0564e	噎	CJK UNIFIED IDEOGRAPH-564E
08d85	超	CJK UNIFIED IDEOGRAPH-8D85
077e5	知	CJK UNIFIED IDEOGRAPH-77E5
06d9b	涛	CJK UNIFIED IDEOGRAPH-6D9B
06376	捶	CJK UNIFIED IDEOGRAPH-6376
09045	遅	CJK UNIFIED IDEOGRAPH-9045
08373	荳	CJK UNIFIED IDEOGRAPH-8373
070ba	為	CJK UNIFIED IDEOGRAPH-70BA
083ab	莫	CJK UNIFIED IDEOGRAPH-83AB
07726	眦	CJK UNIFIED IDEOGRAPH-7726
063a1	採	CJK UNIFIED IDEOGRAPH-63A1
051dd	凝	CJK UNIFIED IDEOGRAPH-51DD
05870	塰	CJK UNIFIED IDEOGRAPH-5870
04ee5	以	CJK UNIFIED IDEOGRAPH-4EE5
0708e	炎	CJK UNIFIED IDEOGRAPH-708E
08dcc	跌	CJK UNIFIED IDEOGRAPH-8DCC
07901	礁	CJK UNIFIED IDEOGRAPH-7901
05f10	弐	CJK UNIFIED IDEOGRAPH-5F10
05f04	弄	CJK UNIFIED IDEOGRAPH-5F04
05ac9	嫉	CJK UNIFIED IDEOGRAPH-5AC9
06dc0	淀	CJK UNIFIED IDEOGRAPH-6DC0
06d5a	浚	CJK UNIFIED IDEOGRAPH-6D5A
08cda	賚	CJK UNIFIED IDEOGRAPH-8CDA
0568f	嚏	CJK UNIFIED IDEOGRAPH-568F
05a62	婢	CJK UNIFIED IDEOGRAPH-5A62
06cdd	泝	CJK UNIFIED IDEOGRAPH-6CDD
08ce3	賣	CJK UNIFIED IDEOGRAPH-8CE3
05694	嚔	CJK UNIFIED IDEOGRAPH-5694
05f1f	弟	CJK UNIFIED IDEOGRAPH-5F1F
04e32	串	CJK UNIFIED IDEOGRAPH-4E32
09910	餐	CJK UNIFIED IDEOGRAPH-9910
05f0b	弋	CJK UNIFIED IDEOGRAPH-5F0B
05f38	弸	CJK UNIFIED IDEOGRAPH-5F38
04e26	並	CJK UNIFIED IDEOGRAPH-4E26
0586b	填	CJK UNIFIED IDEOGRAPH-586B
05858	塘	CJK UNIFIED IDEOGRAPH-5858
05680	嚀	CJK UNIFIED IDEOGRAPH-5680
06389	掉	CJK UNIFIED IDEOGRAPH-6389
0861a	蘚	CJK UNIFIED IDEOGRAPH-861A
0752b	甫	CJK UNIFIED IDEOGRAPH-752B
07518	甘	CJK UNIFIED IDEOGRAPH-7518
06606	昆	CJK UNIFIED IDEOGRAPH-6606
054c2	哂	CJK UNIFIED IDEOGRAPH-54C2
053e4	古	CJK UNIFIED IDEOGRAPH-53E4
06174	慴	CJK UNIFIED IDEOGRAPH-6174
066d9	曙	CJK UNIFIED IDEOGRAPH-66D9
0532a	匪	CJK UNIFIED IDEOGRAPH-532A
061ae	憮	CJK UNIFIED IDEOGRAPH-61AE
05333	匳	CJK UNIFIED IDEOGRAPH-5333
08617	蘗	CJK UNIFIED IDEOGRAPH-8617
0616f	慯	CJK UNIFIED IDEOGRAPH-616F
0925e	鉞	CJK UNIFIED IDEOGRAPH-925E
095e2	闢	CJK UNIFIED IDEOGRAPH-95E2
06f82	澂	CJK UNIFIED IDEOGRAPH-6F82
08f9e	辞	CJK UNIFIED IDEOGRAPH-8F9E
075de	痞	CJK UNIFIED IDEOGRAPH-75DE
08171	腱	CJK UNIFIED IDEOGRAPH-8171
053f8	司	CJK UNIFIED IDEOGRAPH-53F8
053eb	叫	CJK UNIFIED IDEOGRAPH-53EB
053df	叟	CJK UNIFIED IDEOGRAPH-53DF
06148	慈	CJK UNIFIED IDEOGRAPH-6148
095d6	闖	CJK UNIFIED IDEOGRAPH-95D6
086fb	蛻	CJK UNIFIED IDEOGRAPH-86FB
07e88	纈	CJK UNIFIED IDEOGRAPH-7E88
08165	腥	CJK UNIFIED IDEOGRAPH-8165
06a2a	横	CJK UNIFIED IDEOGRAPH-6A2A
09b28	鬨	CJK UNIFIED IDEOGRAPH-9B28
09ea5	麥	CJK UNIFIED IDEOGRAPH-9EA5
08a36	訶	CJK UNIFIED IDEOGRAPH-8A36
09e7d	鹽	CJK UNIFIED IDEOGRAPH-9E7D
05c60	屠	CJK UNIFIED IDEOGRAPH-5C60
08f44	轄	CJK UNIFIED IDEOGRAPH-8F44
08adc	諜	CJK UNIFIED IDEOGRAPH-8ADC
06f5c	潜	CJK UNIFIED IDEOGRAPH-6F5C
06fc2	濂	CJK UNIFIED IDEOGRAPH-6FC2
07b11	笑	CJK UNIFIED IDEOGRAPH-7B11
0683c	格	CJK UNIFIED IDEOGRAPH-683C
09eb9	麹	CJK UNIFIED IDEOGRAPH-9EB9
06821	校	CJK UNIFIED IDEOGRAPH-6821
07b39	笹	CJK UNIFIED IDEOGRAPH-7B39
05c48	屈	CJK UNIFIED IDEOGRAPH-5C48
08f5f	轟	CJK UNIFIED IDEOGRAPH-8F5F
07281	犁	CJK UNIFIED IDEOGRAPH-7281
08ae1	諡	CJK UNIFIED IDEOGRAPH-8AE1
06adf	櫟	CJK UNIFIED IDEOGRAPH-6ADF
06f41	潁	CJK UNIFIED IDEOGRAPH-6F41
05c6f	屯	CJK UNIFIED IDEOGRAPH-5C6F
08a2d	設	CJK UNIFIED IDEOGRAPH-8A2D
09441	鑁	CJK UNIFIED IDEOGRAPH-9441
06772	杲	CJK UNIFIED IDEOGRAPH-6772
08987	覇	CJK UNIFIED IDEOGRAPH-8987
0876e	蝮	CJK UNIFIED IDEOGRAPH-876E
0745f	瑟	CJK UNIFIED IDEOGRAPH-745F
0524a	削	CJK UNIFIED IDEOGRAPH-524A
0800c	而	CJK UNIFIED IDEOGRAPH-800C
067b9	枹	CJK UNIFIED IDEOGRAPH-67B9
0525e	剞	CJK UNIFIED IDEOGRAPH-525E
08993	覓	CJK UNIFIED IDEOGRAPH-8993
060fa	惺	CJK UNIFIED IDEOGRAPH-60FA
05247	則	CJK UNIFIED IDEOGRAPH-5247
093d0	鏐	CJK UNIFIED IDEOGRAPH-93D0
0898a	覊	CJK UNIFIED IDEOGRAPH-898A
080fd	能	CJK UNIFIED IDEOGRAPH-80FD
08763	蝣	CJK UNIFIED IDEOGRAPH-8763
07336	猶	CJK UNIFIED IDEOGRAPH-7336
08005	者	CJK UNIFIED IDEOGRAPH-8005
074ca	瓊	CJK UNIFIED IDEOGRAPH-74CA
06028	怨	CJK UNIFIED IDEOGRAPH-6028
0601b	怛	CJK UNIFIED IDEOGRAPH-601B
087af	螯	CJK UNIFIED IDEOGRAPH-87AF
0600f	怏	CJK UNIFIED IDEOGRAPH-600F
093e4	鏤	CJK UNIFIED IDEOGRAPH-93E4
060f7	惷	CJK UNIFIED IDEOGRAPH-60F7
06982	概	CJK UNIFIED IDEOGRAPH-6982
05bfa	寺	CJK UNIFIED IDEOGRAPH-5BFA
0695c	楜	CJK UNIFIED IDEOGRAPH-695C
0749e	璞	CJK UNIFIED IDEOGRAPH-749E
08944	襄	CJK UNIFIED IDEOGRAPH-8944
07d17	紗	CJK UNIFIED IDEOGRAPH-7D17
07c65	籥	CJK UNIFIED IDEOGRAPH-7C65
07dfb	緻	CJK UNIFIED IDEOGRAPH-7DFB
07de8	編	CJK UNIFIED IDEOGRAPH-7DE8
09c48	鱈	CJK UNIFIED IDEOGRAPH-9C48
05e72	干	CJK UNIFIED IDEOGRAPH-5E72
0529f	功	CJK UNIFIED IDEOGRAPH-529F
06955	楕	CJK UNIFIED IDEOGRAPH-6955
09c60	鱠	CJK UNIFIED IDEOGRAPH-9C60
09d06	鴆	CJK UNIFIED IDEOGRAPH-9D06
089b3	観	CJK UNIFIED IDEOGRAPH-89B3
069cd	槍	CJK UNIFIED IDEOGRAPH-69CD
07d1a	級	CJK UNIFIED IDEOGRAPH-7D1A
09d12	鴒	CJK UNIFIED IDEOGRAPH-9D12
04fca	俊	CJK UNIFIED IDEOGRAPH-4FCA
05e7d	幽	CJK UNIFIED IDEOGRAPH-5E7D
04f50	佐	CJK UNIFIED IDEOGRAPH-4F50
07c6c	籬	CJK UNIFIED IDEOGRAPH-7C6C
07df4	練	CJK UNIFIED IDEOGRAPH-7DF4
09dd9	鷙	CJK UNIFIED IDEOGRAPH-9DD9
0895f	襟	CJK UNIFIED IDEOGRAPH-895F
06216	或	CJK UNIFIED IDEOGRAPH-6216
096bb	隻	CJK UNIFIED IDEOGRAPH-96BB
096a8	隨	CJK UNIFIED IDEOGRAPH-96A8
0820a	舊	CJK UNIFIED IDEOGRAPH-820A
050b2	傲	CJK UNIFIED IDEOGRAPH-50B2
057d4	埔	CJK UNIFIED IDEOGRAPH-57D4
08b83	讃	CJK UNIFIED IDEOGRAPH-8B83
091dd	針	CJK UNIFIED IDEOGRAPH-91DD
06570	数	CJK UNIFIED IDEOGRAPH-6570
08549	蕉	CJK UNIFIED IDEOGRAPH-8549
071d7	燗	CJK UNIFIED IDEOGRAPH-71D7
057e0	埠	CJK UNIFIED IDEOGRAPH-57E0
0821e	舞	CJK UNIFIED IDEOGRAPH-821E
05723	圣	CJK UNIFIED IDEOGRAPH-5723
09119	鄙	CJK UNIFIED IDEOGRAPH-9119
065a7	斧	CJK UNIFIED IDEOGRAPH-65A7
096b4	隴	CJK UNIFIED IDEOGRAPH-96B4
08207	與	CJK UNIFIED IDEOGRAPH-8207
07652	癒	CJK UNIFIED IDEOGRAPH-7652
071ee	燮	CJK UNIFIED IDEOGRAPH-71EE
08b8e	讎	CJK UNIFIED IDEOGRAPH-8B8E
07646	癆	CJK UNIFIED IDEOGRAPH-7646
07a98	窘	CJK UNIFIED IDEOGRAPH-7A98
08b9a	讚	CJK UNIFIED IDEOGRAPH-8B9A
062f5	拵	CJK UNIFIED IDEOGRAPH-62F5
06b86	殆	CJK UNIFIED IDEOGRAPH-6B86
091e6	釦	CJK UNIFIED IDEOGRAPH-91E6
06558	敘	CJK UNIFIED IDEOGRAPH-6558
0620d	戍	CJK UNIFIED IDEOGRAPH-620D
096c0	雀	CJK UNIFIED IDEOGRAPH-96C0
05737	圷	CJK UNIFIED IDEOGRAPH-5737
0f9b1	鈴	CJK UNIFIED IDEOGRAPH-9234
06bc6	毆	CJK UNIFIED IDEOGRAPH-6BC6
06e3a	渺	CJK UNIFIED IDEOGRAPH-6E3A
0986b	顫	CJK UNIFIED IDEOGRAPH-986B
09858	願	CJK UNIFIED IDEOGRAPH-9858
06b4c	歌	CJK UNIFIED IDEOGRAPH-6B4C
06b79	歹	CJK UNIFIED IDEOGRAPH-6B79
06ed4	滔	CJK UNIFIED IDEOGRAPH-6ED4
09694	隔	CJK UNIFIED IDEOGRAPH-9694
06bb2	殲	CJK UNIFIED IDEOGRAPH-6BB2
06e2e	渮	CJK UNIFIED IDEOGRAPH-6E2E
05910	夐	CJK UNIFIED IDEOGRAPH-5910
05938	夸	CJK UNIFIED IDEOGRAPH-5938
09a62	驢	CJK UNIFIED IDEOGRAPH-9A62
0787c	硼	CJK UNIFIED IDEOGRAPH-787C
0968f	随	CJK UNIFIED IDEOGRAPH-968F
06eef	滯	CJK UNIFIED IDEOGRAPH-6EEF
08b4f	譏	CJK UNIFIED IDEOGRAPH-8B4F
0969b	際	CJK UNIFIED IDEOGRAPH-969B
09870	顰	CJK UNIFIED IDEOGRAPH-9870
08b5b	譛	CJK UNIFIED IDEOGRAPH-8B5B
098aa	颪	CJK UNIFIED IDEOGRAPH-98AA
06e23	渣	CJK UNIFIED IDEOGRAPH-6E23
07ac8	竈	CJK UNIFIED IDEOGRAPH-7AC8
07a63	穣	CJK UNIFIED IDEOGRAPH-7A63
0508d	傍	CJK UNIFIED IDEOGRAPH-508D
0986f	顯	CJK UNIFIED IDEOGRAPH-986F
06b69	歩	CJK UNIFIED IDEOGRAPH-6B69
06e3e	渾	CJK UNIFIED IDEOGRAPH-6E3E
07aaf	窯	CJK UNIFIED IDEOGRAPH-7AAF
0591b	夛	CJK UNIFIED IDEOGRAPH-591B
08b5f	譟	CJK UNIFIED IDEOGRAPH-8B5F
09874	顴	CJK UNIFIED IDEOGRAPH-9874
0786c	硬	CJK UNIFIED IDEOGRAPH-786C
07a7a	空	CJK UNIFIED IDEOGRAPH-7A7A
06ef8	滸	CJK UNIFIED IDEOGRAPH-6EF8
0968b	隋	CJK UNIFIED IDEOGRAPH-968B
0590f	夏	CJK UNIFIED IDEOGRAPH-590F
06bcd	母	CJK UNIFIED IDEOGRAPH-6BCD
085a6	薦	CJK UNIFIED IDEOGRAPH-85A6
096cb	雋	CJK UNIFIED IDEOGRAPH-96CB
050c2	僂	CJK UNIFIED IDEOGRAPH-50C2
0505c	停	CJK UNIFIED IDEOGRAPH-505C
06b8d	殍	CJK UNIFIED IDEOGRAPH-6B8D
08b93	讓	CJK UNIFIED IDEOGRAPH-8B93
062d9	拙	CJK UNIFIED IDEOGRAPH-62D9
06574	整	CJK UNIFIED IDEOGRAPH-6574
071e7	燧	CJK UNIFIED IDEOGRAPH-71E7
082f4	苴	CJK UNIFIED IDEOGRAPH-82F4
0820e	舎	CJK UNIFIED IDEOGRAPH-820E
06212	戒	CJK UNIFIED IDEOGRAPH-6212
050cd	働	CJK UNIFIED IDEOGRAPH-50CD
08217	舗	CJK UNIFIED IDEOGRAPH-8217
096c4	雄	CJK UNIFIED IDEOGRAPH-96C4
062f1	拱	CJK UNIFIED IDEOGRAPH-62F1
0965e	陞	CJK UNIFIED IDEOGRAPH-965E
07642	療	CJK UNIFIED IDEOGRAPH-7642
05055	偕	CJK UNIFIED IDEOGRAPH-5055
057df	域	CJK UNIFIED IDEOGRAPH-57DF
091d6	釖	CJK UNIFIED IDEOGRAPH-91D6
06b96	殖	CJK UNIFIED IDEOGRAPH-6B96
06548	效	CJK UNIFIED IDEOGRAPH-6548
07656	癖	CJK UNIFIED IDEOGRAPH-7656
082fb	苻	CJK UNIFIED IDEOGRAPH-82FB
08b8a	變	CJK UNIFIED IDEOGRAPH-8B8A
07a88	窈	CJK UNIFIED IDEOGRAPH-7A88
0621d	戝	CJK UNIFIED IDEOGRAPH-621D
096b0	隰	CJK UNIFIED IDEOGRAPH-96B0
05727	圧	CJK UNIFIED IDEOGRAPH-5727
04f5b	佛	CJK UNIFIED IDEOGRAPH-4F5B
05e76	并	CJK UNIFIED IDEOGRAPH-5E76
06979	楹	CJK UNIFIED IDEOGRAPH-6979
069b2	榲	CJK UNIFIED IDEOGRAPH-69B2
04fc3	促	CJK UNIFIED IDEOGRAPH-4FC3
05ec9	廉	CJK UNIFIED IDEOGRAPH-5EC9
07cad	粭	CJK UNIFIED IDEOGRAPH-7CAD
089ba	覺	CJK UNIFIED IDEOGRAPH-89BA
07c75	籵	CJK UNIFIED IDEOGRAPH-7C75
07dd8	緘	CJK UNIFIED IDEOGRAPH-7DD8
04f4f	住	CJK UNIFIED IDEOGRAPH-4F4F
05e62	幢	CJK UNIFIED IDEOGRAPH-5E62
05bfe	対	CJK UNIFIED IDEOGRAPH-5BFE
07483	璃	CJK UNIFIED IDEOGRAPH-7483
05294	劔	CJK UNIFIED IDEOGRAPH-5294
04fce	俎	CJK UNIFIED IDEOGRAPH-4FCE
07d0a	紊	CJK UNIFIED IDEOGRAPH-7D0A
07ca2	粢	CJK UNIFIED IDEOGRAPH-7CA2
05b0b	嬋	CJK UNIFIED IDEOGRAPH-5B0B
05bf3	寳	CJK UNIFIED IDEOGRAPH-5BF3
06789	枉	CJK UNIFIED IDEOGRAPH-6789
06762	杢	CJK UNIFIED IDEOGRAPH-6762
09451	鑑	CJK UNIFIED IDEOGRAPH-9451
08997	覗	CJK UNIFIED IDEOGRAPH-8997
0801c	耜	CJK UNIFIED IDEOGRAPH-801C
06010	怐	CJK UNIFIED IDEOGRAPH-6010
09323	錣	CJK UNIFIED IDEOGRAPH-9323
052b4	労	CJK UNIFIED IDEOGRAPH-52B4
073e5	珥	CJK UNIFIED IDEOGRAPH-73E5
0745b	瑛	CJK UNIFIED IDEOGRAPH-745B
0876a	蝪	CJK UNIFIED IDEOGRAPH-876A
08983	覃	CJK UNIFIED IDEOGRAPH-8983
0676d	杭	CJK UNIFIED IDEOGRAPH-676D
060f3	想	CJK UNIFIED IDEOGRAPH-60F3
0899a	覚	CJK UNIFIED IDEOGRAPH-899A
0933a	錺	CJK UNIFIED IDEOGRAPH-933A
08015	耕	CJK UNIFIED IDEOGRAPH-8015
087ab	螫	CJK UNIFIED IDEOGRAPH-87AB
05531	唱	CJK UNIFIED IDEOGRAPH-5531
067a1	枡	CJK UNIFIED IDEOGRAPH-67A1
0932e	錮	CJK UNIFIED IDEOGRAPH-932E
08001	老	CJK UNIFIED IDEOGRAPH-8001
05243	剃	CJK UNIFIED IDEOGRAPH-5243
04f83	侃	CJK UNIFIED IDEOGRAPH-4F83
08fba	辺	CJK UNIFIED IDEOGRAPH-8FBA
06a3a	樺	CJK UNIFIED IDEOGRAPH-6A3A
06fc6	濆	CJK UNIFIED IDEOGRAPH-6FC6
09280	銀	CJK UNIFIED IDEOGRAPH-9280
05c64	層	CJK UNIFIED IDEOGRAPH-5C64
07e67	繧	CJK UNIFIED IDEOGRAPH-7E67
068d2	棒	CJK UNIFIED IDEOGRAPH-68D2
08fce	迎	CJK UNIFIED IDEOGRAPH-8FCE
09b1f	鬟	CJK UNIFIED IDEOGRAPH-9B1F
06a2e	樮	CJK UNIFIED IDEOGRAPH-6A2E
05d16	崖	CJK UNIFIED IDEOGRAPH-5D16
08fb7	辷	CJK UNIFIED IDEOGRAPH-8FB7
05486	咆	CJK UNIFIED IDEOGRAPH-5486
05df5	巵	CJK UNIFIED IDEOGRAPH-5DF5
0929b	銛	CJK UNIFIED IDEOGRAPH-929B
06adb	櫛	CJK UNIFIED IDEOGRAPH-6ADB
06f45	潅	CJK UNIFIED IDEOGRAPH-6F45
07e6a	繪	CJK UNIFIED IDEOGRAPH-7E6A
07bf6	篶	CJK UNIFIED IDEOGRAPH-7BF6
05492	咒	CJK UNIFIED IDEOGRAPH-5492
0883b	蠻	CJK UNIFIED IDEOGRAPH-883B
06a23	樣	CJK UNIFIED IDEOGRAPH-6A23
0753b	画	CJK UNIFIED IDEOGRAPH-753B
0860a	蘊	CJK UNIFIED IDEOGRAPH-860A
054b2	咲	CJK UNIFIED IDEOGRAPH-54B2
053d4	叔	CJK UNIFIED IDEOGRAPH-53D4
075e3	痣	CJK UNIFIED IDEOGRAPH-75E3
0725d	牝	CJK UNIFIED IDEOGRAPH-725D
06170	慰	CJK UNIFIED IDEOGRAPH-6170
09257	鉗	CJK UNIFIED IDEOGRAPH-9257
066e9	曩	CJK UNIFIED IDEOGRAPH-66E9
066fc	曼	CJK UNIFIED IDEOGRAPH-66FC
0533a	区	CJK UNIFIED IDEOGRAPH-533A
092cf	鋏	CJK UNIFIED IDEOGRAPH-92CF
06602	昂	CJK UNIFIED IDEOGRAPH-6602
05323	匣	CJK UNIFIED IDEOGRAPH-5323
054bd	咽	CJK UNIFIED IDEOGRAPH-54BD
061a7	憧	CJK UNIFIED IDEOGRAPH-61A7
08607	蘇	CJK UNIFIED IDEOGRAPH-8607
07252	牒	CJK UNIFIED IDEOGRAPH-7252
053db	叛	CJK UNIFIED IDEOGRAPH-53DB
053ef	可	CJK UNIFIED IDEOGRAPH-53EF
05451	呑	CJK UNIFIED IDEOGRAPH-5451
07246	牆	CJK UNIFIED IDEOGRAPH-7246
0925a	鉚	CJK UNIFIED IDEOGRAPH-925A
06158	慘	CJK UNIFIED IDEOGRAPH-6158
0616b	慫	CJK UNIFIED IDEOGRAPH-616B
066f5	曵	CJK UNIFIED IDEOGRAPH-66F5
06f86	澆	CJK UNIFIED IDEOGRAPH-6F86
08613	蘓	CJK UNIFIED IDEOGRAPH-8613
05a66	婦	CJK UNIFIED IDEOGRAPH-5A66
04ed5	仕	CJK UNIFIED IDEOGRAPH-4ED5
08cde	賞	CJK UNIFIED IDEOGRAPH-8CDE
09082	邂	CJK UNIFIED IDEOGRAPH-9082
06ce2	波	CJK UNIFIED IDEOGRAPH-6CE2
07911	礑	CJK UNIFIED IDEOGRAPH-7911
04e2d	中	CJK UNIFIED IDEOGRAPH-4E2D
058ae	墮	CJK UNIFIED IDEOGRAPH-58AE
05f14	弔	CJK UNIFIED IDEOGRAPH-5F14
09928	館	CJK UNIFIED IDEOGRAPH-9928
08cea	質	CJK UNIFIED IDEOGRAPH-8CEA
0708a	炊	CJK UNIFIED IDEOGRAPH-708A
08cd3	賓	CJK UNIFIED IDEOGRAPH-8CD3
05f0f	式	CJK UNIFIED IDEOGRAPH-5F0F
06dcb	淋	CJK UNIFIED IDEOGRAPH-6DCB
08c3f	谿	CJK UNIFIED IDEOGRAPH-8C3F
09914	餔	CJK UNIFIED IDEOGRAPH-9914
05f1b	弛	CJK UNIFIED IDEOGRAPH-5F1B
09041	遁	CJK UNIFIED IDEOGRAPH-9041
06372	捲	CJK UNIFIED IDEOGRAPH-6372
08d81	趁	CJK UNIFIED IDEOGRAPH-8D81
051d6	凖	CJK UNIFIED IDEOGRAPH-51D6
0840c	萌	CJK UNIFIED IDEOGRAPH-840C
09727	霧	CJK UNIFIED IDEOGRAPH-9727
063ac	掬	CJK UNIFIED IDEOGRAPH-63AC
070b3	炳	CJK UNIFIED IDEOGRAPH-70B3
083a0	莠	CJK UNIFIED IDEOGRAPH-83A0
0513c	儼	CJK UNIFIED IDEOGRAPH-513C
05109	儉	CJK UNIFIED IDEOGRAPH-5109
064fa	擺	CJK UNIFIED IDEOGRAPH-64FA
09055	違	CJK UNIFIED IDEOGRAPH-9055
07078	灸	CJK UNIFIED IDEOGRAPH-7078
06428	搨	CJK UNIFIED IDEOGRAPH-6428
0972a	霪	CJK UNIFIED IDEOGRAPH-972A
063a5	接	CJK UNIFIED IDEOGRAPH-63A5
05121	儡	CJK UNIFIED IDEOGRAPH-5121
0640f	搏	CJK UNIFIED IDEOGRAPH-640F
0973e	霾	CJK UNIFIED IDEOGRAPH-973E
0905c	遜	CJK UNIFIED IDEOGRAPH-905C
09069	適	CJK UNIFIED IDEOGRAPH-9069
08377	荷	CJK UNIFIED IDEOGRAPH-8377
077dc	矜	CJK UNIFIED IDEOGRAPH-77DC
051ed	凭	CJK UNIFIED IDEOGRAPH-51ED
0973d	霽	CJK UNIFIED IDEOGRAPH-973D
077db	矛	CJK UNIFIED IDEOGRAPH-77DB
09068	遨	CJK UNIFIED IDEOGRAPH-9068
06d85	涅	CJK UNIFIED IDEOGRAPH-6D85
064f6	擶	CJK UNIFIED IDEOGRAPH-64F6
077ef	矯	CJK UNIFIED IDEOGRAPH-77EF
07051	灑	CJK UNIFIED IDEOGRAPH-7051
0904f	遏	CJK UNIFIED IDEOGRAPH-904F
0641c	搜	CJK UNIFIED IDEOGRAPH-641C
08404	萄	CJK UNIFIED IDEOGRAPH-8404
07737	眷	CJK UNIFIED IDEOGRAPH-7737
0513b	儻	CJK UNIFIED IDEOGRAPH-513B
090ce	郎	CJK UNIFIED IDEOGRAPH-90CE
09732	露	CJK UNIFIED IDEOGRAPH-9732
0704c	灌	CJK UNIFIED IDEOGRAPH-704C
06367	捧	CJK UNIFIED IDEOGRAPH-6367
09054	達	CJK UNIFIED IDEOGRAPH-9054
06d8c	涌	CJK UNIFIED IDEOGRAPH-6D8C
063ab	掫	CJK UNIFIED IDEOGRAPH-63AB
0773a	眺	CJK UNIFIED IDEOGRAPH-773A
0840b	萋	CJK UNIFIED IDEOGRAPH-840B
08438	萸	CJK UNIFIED IDEOGRAPH-8438
05f29	弩	CJK UNIFIED IDEOGRAPH-5F29
06398	掘	CJK UNIFIED IDEOGRAPH-6398
08ce6	賦	CJK UNIFIED IDEOGRAPH-8CE6
05a6a	婪	CJK UNIFIED IDEOGRAPH-5A6A
07092	炒	CJK UNIFIED IDEOGRAPH-7092
06dcc	淌	CJK UNIFIED IDEOGRAPH-6DCC
08dcf	跏	CJK UNIFIED IDEOGRAPH-8DCF
05f15	引	CJK UNIFIED IDEOGRAPH-5F15
05875	塵	CJK UNIFIED IDEOGRAPH-5875
06cd7	泗	CJK UNIFIED IDEOGRAPH-6CD7
08389	莉	CJK UNIFIED IDEOGRAPH-8389
06ce3	泣	CJK UNIFIED IDEOGRAPH-6CE3
09083	邃	CJK UNIFIED IDEOGRAPH-9083
04ed4	仔	CJK UNIFIED IDEOGRAPH-4ED4
05861	塡	CJK UNIFIED IDEOGRAPH-5861
05f01	弁	CJK UNIFIED IDEOGRAPH-5F01
08da8	趨	CJK UNIFIED IDEOGRAPH-8DA8
06c08	氈	CJK UNIFIED IDEOGRAPH-6C08
06dc5	淅	CJK UNIFIED IDEOGRAPH-6DC5
066f4	更	CJK UNIFIED IDEOGRAPH-66F4
06159	慙	CJK UNIFIED IDEOGRAPH-6159
08174	腴	CJK UNIFIED IDEOGRAPH-8174
086d9	蛙	CJK UNIFIED IDEOGRAPH-86D9
0660e	明	CJK UNIFIED IDEOGRAPH-660E
08606	蘆	CJK UNIFIED IDEOGRAPH-8606
054be	咾	CJK UNIFIED IDEOGRAPH-54BE
0545f	呟	CJK UNIFIED IDEOGRAPH-545F
053e1	叡	CJK UNIFIED IDEOGRAPH-53E1
09e88	麈	CJK UNIFIED IDEOGRAPH-9E88
06165	慥	CJK UNIFIED IDEOGRAPH-6165
081a3	膣	CJK UNIFIED IDEOGRAPH-81A3
06603	昃	CJK UNIFIED IDEOGRAPH-6603
054c7	哇	CJK UNIFIED IDEOGRAPH-54C7
054b3	咳	CJK UNIFIED IDEOGRAPH-54B3
072c4	狄	CJK UNIFIED IDEOGRAPH-72C4
0753c	甼	CJK UNIFIED IDEOGRAPH-753C
